fecha|cliente|servicio|vehiculo|origen|destino|km|cant_tramos
23/02/2012|6|12533|2|06119040|50035050|227|1
19/02/2012|12|12534|5|06134060|50049050|105|1
10/02/2012|7|12535|1|14182280|14021230|79|1
02/02/2012|10|12536|5|06126020|06134050|278|1
06/02/2012|15|12537|6|06134060|50035060|1056|1
01/02/2012|14|12538|3|14021240|14028040|82|1
06/02/2012|18|12539|5|50056060|50035060|792|1
01/02/2012|3|12540|6|14021240|06119040|620|1
14/02/2012|9|12541|2|06134030|06119050|445|1
02/02/2012|2|12542|3|14028020|06119070|459|1
05/02/2012|19|12543|5|06119050|06134010|1027|1
27/02/2012|14|12544|2|50042030|06134060|712|1
23/02/2012|9|12545|4|50056060|14182270|284|1
09/02/2012|6|12546|1|06210050|06224020|468|1
09/02/2012|11|12547|1|14021260|14028020|109|1
18/02/2012|16|12548|2|14021240|06217020|556|1
27/02/2012|4|12549|2|50056060|14021250|968|1
27/02/2012|16|12550|1|50049090|06134030|429|1
21/02/2012|1|12551|6|06126030|14021310|599|1
05/02/2012|7|12552|2|14182270|06217010|1117|1
23/03/2012|16|12553|1|50056050|14021260|688|1
13/03/2012|13|12554|6|06217010|06224010|93|1
07/03/2012|19|12555|6|14028030|06119010|437|1
04/03/2012|2|12556|1|06126040|06224020|388|1
02/03/2012|9|12557|5|14021290|06217010|794|1
27/03/2012|13|12558|1|50035050|06134020|1030|1
31/03/2012|12|12559|2|14021260|06134050|622|1
29/03/2012|1|12560|3|06119050|06134040|443|1
03/03/2012|5|12561|5|14028050|50049110|879|1
21/03/2012|5|12562|6|06217030|06134060|337|1
17/03/2012|13|12563|3|06126040|14021280|401|1
05/03/2012|12|12564|5|06134030|06112080|321|1
25/03/2012|20|12565|3|26007020|06134050|920|1
01/03/2012|10|12566|3|06210050|06126030|762|1
01/03/2012|12|12567|4|06134040|06119060|223|1
15/03/2012|12|12568|5|06217020|06134020|785|1
02/03/2012|4|12569|6|14021240|50049010|247|1
17/03/2012|7|12570|4|14182290|06126040|875|1
20/03/2012|20|12571|4|26007040|50049010|225|1
05/03/2012|16|12572|1|14021300|06112090|282|1
24/03/2012|8|12573|5|06134060|50049050|577|1
28/03/2012|9|12574|3|26007030|06119080|885|1
22/03/2012|1|12575|6|06134060|06126040|858|1
03/03/2012|14|12576|3|06119090|06119020|1106|1
26/03/2012|1|12577|4|06134030|06217010|946|1
24/03/2012|17|12578|6|14021270|14021280|352|1
31/03/2012|17|12579|5|06217020|06119040|909|1
15/03/2012|8|12580|5|06119060|06119020|852|1
23/03/2012|5|12581|1|06217020|26007020|1014|1
22/03/2012|20|12582|5|14021230|26014010|984|1
31/03/2012|8|12583|5|14021300|06119020|610|1
04/03/2012|2|12584|6|50049090|06224020|1056|1
22/03/2012|16|12585|4|50056050|06210050|672|1
08/03/2012|9|12586|2|06217010|14021290|223|1
16/03/2012|20|12587|2|06119070|06119080|1026|1
06/03/2012|2|12588|4|14021230|14182290|1126|1
16/03/2012|4|12589|4|06217020|06119070|327|1
06/03/2012|3|12590|4|06126020|50056050|915|1
14/04/2012|9|12591|5|14182290|14182280|1055|1
12/04/2012|18|12592|4|14021270|14021260|1082|1
20/04/2012|8|12593|5|06134010|14021280|964|1
17/04/2012|4|12594|4|14021280|26007040|304|1
22/04/2012|17|12595|3|14028040|06217030|801|1
03/04/2012|16|12596|2|06126010|50049090|944|1
27/04/2012|3|12597|3|06134050|14182290|699|1
07/04/2012|19|12598|1|14021310|50049050|654|1
15/04/2012|10|12599|6|14021300|06217030|960|1
09/04/2012|11|12600|4|06112080|14182270|851|1
02/04/2012|20|12601|1|06119070|06119050|496|1
30/04/2012|19|12602|3|06134050|06126030|462|1
01/04/2012|4|12603|4|06119020|14028040|1054|1
18/04/2012|11|12604|6|06134020|14028020|297|1
23/04/2012|12|12605|6|06119040|14021230|678|1
23/04/2012|16|12606|1|06217020|26007020|721|1
25/04/2012|11|12607|4|06217010|14028040|1133|1
05/04/2012|17|12608|6|14021290|50056050|1085|1
12/04/2012|19|12609|4|06126030|06134060|651|1
04/04/2012|17|12610|3|14021250|14028040|75|1
01/04/2012|6|12611|6|50042020|14021240|1118|1
26/04/2012|12|12612|4|06119050|50056050|1069|1
05/04/2012|17|12613|6|50049110|50042020|1065|1
13/04/2012|17|12614|6|06119020|06119070|727|1
01/04/2012|9|12615|6|50042020|14182270|282|1
07/04/2012|19|12616|5|06134040|14028020|130|1
02/04/2012|20|12617|6|06134020|50056050|614|1
13/04/2012|17|12618|2|50056050|14028040|183|1
10/04/2012|18|12619|6|06134050|14028040|167|1
27/04/2012|16|12620|4|06134060|14021260|792|1
24/04/2012|18|12621|4|14028040|14021290|671|1
22/04/2012|1|12622|6|14182270|14028050|739|1
11/04/2012|19|12623|6|06119010|50035050|1038|1
30/04/2012|20|12624|1|06119050|14182270|170|1
03/04/2012|3|12625|2|50035050|06119010|160|1
22/04/2012|17|12626|4|06126030|50035060|399|1
31/05/2012|11|12627|4|06119070|26014010|756|1
05/05/2012|14|12628|4|50056050|06126010|97|1
16/05/2012|12|12629|3|14021290|50049090|279|1
02/05/2012|6|12630|3|26014010|50042030|261|1
17/05/2012|11|12631|6|14021240|06134060|846|1
06/05/2012|18|12632|3|50035060|14021240|531|1
20/05/2012|16|12633|4|50042030|06119020|736|1
09/05/2012|14|12634|6|50049110|26007020|348|1
27/05/2012|1|12635|3|14028050|06119050|583|1
16/05/2012|20|12636|3|06119050|06126030|585|1
07/05/2012|17|12637|1|06112080|14021320|1027|1
07/05/2012|17|12638|1|06134050|06119010|416|1
13/05/2012|1|12639|2|06112080|06126010|822|1
17/05/2012|5|12640|4|06119070|26007020|419|1
30/05/2012|12|12641|2|06112080|06134040|1036|1
09/05/2012|4|12642|3|14028020|14182270|186|1
26/05/2012|20|12643|5|06119090|06217010|571|1
14/05/2012|19|12644|3|14021290|50049090|179|1
03/05/2012|1|12645|2|06119080|14021230|729|1
09/05/2012|1|12646|2|06224010|06224020|494|1
11/05/2012|12|12647|3|14021230|06112080|750|1
23/05/2012|9|12648|1|06112080|26014010|776|1
16/05/2012|13|12649|6|50042020|50056060|959|1
08/05/2012|5|12650|6|06217010|14028030|553|1
07/05/2012|14|12651|6|50056060|06134020|938|1
07/05/2012|6|12652|3|26014010|06126040|930|1
19/05/2012|7|12653|5|06126010|06134040|559|1
12/05/2012|8|12654|6|14021320|06224010|301|1
12/05/2012|2|12655|5|14182280|06217020|107|1
31/05/2012|5|12656|6|06119080|50035060|426|1
18/05/2012|17|12657|2|50042030|06224020|715|1
01/05/2012|11|12658|5|06134060|26014010|143|1
04/05/2012|18|12659|5|06134020|06217010|245|1
19/05/2012|3|12660|2|50049110|50056060|739|1
18/05/2012|20|12661|2|06119090|14021240|138|1
28/05/2012|15|12662|6|06224020|50049090|272|1
30/05/2012|10|12663|5|06119070|06134020|767|1
04/05/2012|17|12664|4|06134040|26014010|853|1
07/05/2012|13|12665|5|06126010|14028040|814|1
05/06/2012|6|12666|4|14028030|06119040|570|1
05/06/2012|12|12667|1|06112090|06112080|850|1
14/06/2012|13|12668|2|14021260|06119080|79|1
23/06/2012|17|12669|1|06134010|06224010|417|1
18/06/2012|12|12670|5|50042030|14021230|733|1
11/06/2012|9|12671|5|06134010|06126020|179|1
17/06/2012|5|12672|6|14182280|06126010|197|1
24/06/2012|12|12673|2|14182290|26007030|811|1
02/06/2012|8|12674|4|06217030|06126020|868|1
10/06/2012|18|12675|4|06134040|06119040|134|1
15/06/2012|17|12676|3|50049010|06134010|87|1
04/06/2012|11|12677|3|06119050|14021300|235|1
15/06/2012|8|12678|2|14021300|14021230|62|1
02/06/2012|14|12679|3|06119060|06126030|370|1
03/06/2012|10|12680|3|06119040|14028050|596|1
15/06/2012|9|12681|2|06126010|06224020|655|1
15/06/2012|2|12682|4|06134060|06126030|1002|1
24/06/2012|6|12683|5|14028030|26007030|265|1
30/06/2012|20|12684|2|06217020|06126030|706|1
24/06/2012|20|12685|5|06119090|26014010|855|1
12/06/2012|4|12686|3|06119050|14021310|722|1
11/06/2012|3|12687|2|06119040|06119080|1120|1
25/06/2012|7|12688|5|06126020|14021240|995|1
22/06/2012|7|12689|3|06134060|06134050|904|1
07/06/2012|3|12690|2|06119060|50049010|191|1
27/06/2012|3|12691|1|06126040|50049010|790|1
19/06/2012|10|12692|2|14182280|06119050|645|1
29/06/2012|7|12693|6|14021310|06134030|157|1
02/06/2012|16|12694|4|14021290|06126030|833|1
16/06/2012|3|12695|3|06126030|26014010|558|1
10/06/2012|15|12696|6|14021300|06134040|84|1
25/06/2012|8|12697|1|14182280|06134040|893|1
02/06/2012|4|12698|2|06126030|14021310|94|1
10/06/2012|14|12699|4|06119090|06119020|1138|1
13/06/2012|19|12700|3|14021290|06134020|468|1
26/06/2012|19|12701|6|50049110|06119040|417|1
15/06/2012|14|12702|2|06119090|06224020|55|1
26/06/2012|18|12703|6|06217020|06119010|790|1
01/06/2012|9|12704|6|06119060|26007030|797|1
16/07/2012|14|12705|1|14021320|14021230|1109|1
11/07/2012|4|12706|3|14021250|06126030|144|1
31/07/2012|14|12707|1|14028030|06217020|786|1
27/07/2012|6|12708|6|06119040|06126020|116|1
16/07/2012|12|12709|5|06134020|14021230|172|1
29/07/2012|14|12710|4|50049090|14182290|415|1
29/07/2012|6|12711|6|50056050|06119050|1045|1
23/07/2012|20|12712|2|06134010|14021280|233|1
22/07/2012|17|12713|2|06112090|06134010|1138|1
21/07/2012|16|12714|6|06112080|06126030|265|1
04/07/2012|16|12715|4|50049050|26007030|1121|1
06/07/2012|15|12716|3|06224010|14021250|235|1
21/07/2012|11|12717|4|26007020|06126010|713|1
04/07/2012|7|12718|5|50035060|06119010|332|1
09/07/2012|17|12719|1|14021300|14021240|409|1
31/07/2012|1|12720|5|50056060|14028030|189|1
23/07/2012|5|12721|4|06126010|26007020|522|1
14/07/2012|16|12722|3|06119090|14021230|597|1
01/07/2012|18|12723|6|14021260|14021280|814|1
04/07/2012|3|12724|3|50049010|06119070|490|1
13/07/2012|10|12725|5|06224010|50035050|128|1
19/07/2012|16|12726|2|14028030|06134060|1003|1
06/07/2012|8|12727|2|14021290|50049090|389|1
09/07/2012|2|12728|1|06126010|50035050|335|1
20/07/2012|4|12729|2|06134040|50035060|86|1
02/07/2012|11|12730|6|06119060|50042030|901|1
26/07/2012|11|12731|2|14021260|06119080|824|1
24/07/2012|11|12732|4|06119050|14021300|582|1
19/07/2012|3|12733|4|06134060|06134010|948|1
21/07/2012|17|12734|6|50049090|06126030|710|1
04/07/2012|3|12735|6|14028030|06119080|1016|1
29/07/2012|17|12736|1|06134020|14021310|684|1
28/07/2012|4|12737|6|06217030|50035060|789|1
17/07/2012|3|12738|6|50042030|06134060|471|1
27/07/2012|3|12739|3|26007020|14182270|845|1
21/07/2012|6|12740|3|14021250|14021270|92|1
09/07/2012|19|12741|2|14021280|14021310|599|1
19/07/2012|2|12742|1|06134010|50042030|749|1
30/07/2012|9|12743|3|06119010|26007040|910|1
01/07/2012|14|12744|2|26014010|06134050|141|1
09/08/2012|16|12745|6|26014010|14021270|83|1
01/08/2012|8|12746|2|50049050|06119060|315|1
15/08/2012|8|12747|3|06134050|06119060|585|1
12/08/2012|17|12748|6|06224010|26007020|905|1
07/08/2012|13|12749|6|14028050|06119090|963|1
16/08/2012|13|12750|6|50035050|06134010|690|1
31/08/2012|14|12751|3|14021280|06224010|136|1
09/08/2012|11|12752|6|50042020|06119070|65|1
06/08/2012|4|12753|4|06134020|14182280|69|1
17/08/2012|14|12754|5|50042030|06126020|986|1
28/08/2012|4|12755|2|06134050|26007040|604|1
19/08/2012|4|12756|4|06217010|06112090|859|1
26/08/2012|7|12757|4|06217010|14021290|884|1
17/08/2012|4|12758|4|14021310|50042030|842|1
03/08/2012|15|12759|5|50042030|50056060|998|1
21/08/2012|6|12760|2|06126040|14182280|1087|1
06/08/2012|18|12761|3|06134040|06217020|824|1
23/08/2012|16|12762|6|14028040|50049090|133|1
12/08/2012|7|12763|6|14182270|06134010|583|1
03/08/2012|20|12764|6|06112090|26007020|332|1
30/08/2012|20|12765|3|06134050|06119070|880|1
19/08/2012|6|12766|6|14021300|06119010|848|1
01/08/2012|11|12767|4|26007040|26014010|551|1
12/08/2012|7|12768|3|14021240|50049050|1025|1
07/08/2012|11|12769|3|06134020|50049010|1076|1
16/08/2012|18|12770|4|50049010|06210050|66|1
21/08/2012|19|12771|6|50049090|06119080|474|1
20/08/2012|9|12772|5|14021260|06126010|397|1
11/08/2012|20|12773|6|50049090|06224010|848|1
12/08/2012|2|12774|2|06112090|06119050|683|1
09/08/2012|1|12775|5|14021280|06217020|395|1
24/08/2012|10|12776|3|26007020|50042020|166|1
17/08/2012|15|12777|1|06134060|14021260|650|1
19/08/2012|2|12778|1|14182280|06112090|269|1
18/08/2012|19|12779|6|06134020|50056050|863|1
14/08/2012|20|12780|6|50049010|50035050|968|1
05/08/2012|15|12781|2|14021230|14028030|407|1
02/08/2012|2|12782|1|06119070|06224010|960|1
23/08/2012|10|12783|5|26014010|06126020|895|1
18/08/2012|7|12784|5|14021260|26007030|220|1
12/08/2012|14|12785|3|14028030|26007030|301|1
12/09/2012|11|12786|5|50049090|26007030|499|1
02/09/2012|1|12787|3|06119070|14021250|695|1
29/09/2012|14|12788|6|26007020|06126010|978|1
27/09/2012|16|12789|4|06119070|50049050|140|1
13/09/2012|10|12790|4|14021230|06126040|885|1
04/09/2012|19|12791|6|14021250|14028050|278|1
10/09/2012|19|12792|5|26007030|06126010|657|1
02/09/2012|13|12793|3|06134020|06119070|226|1
03/09/2012|3|12794|6|14021260|06134050|466|1
12/09/2012|18|12795|3|26014010|06126030|889|1
12/09/2012|5|12796|1|06217020|14028040|750|1
03/09/2012|13|12797|2|06119090|06134060|468|1
22/09/2012|9|12798|6|06210050|14021320|967|1
09/09/2012|6|12799|3|06217030|06126020|407|1
18/09/2012|5|12800|5|14182290|06217010|806|1
05/09/2012|8|12801|1|14021240|50056060|990|1
28/09/2012|9|12802|4|14021230|06134050|920|1
17/09/2012|9|12803|5|50049090|06134040|437|1
26/09/2012|6|12804|2|06134060|26007030|819|1
26/09/2012|7|12805|6|50049110|06217020|903|1
24/09/2012|6|12806|4|06112080|06224020|902|1
01/09/2012|16|12807|4|14021300|06134040|1131|1
22/09/2012|2|12808|5|06134020|50042030|750|1
14/09/2012|20|12809|4|26014010|06224020|69|1
26/09/2012|10|12810|4|14021280|06119080|662|1
12/09/2012|4|12811|5|50042030|06224020|1095|1
14/09/2012|1|12812|4|06134050|14021280|758|1
13/09/2012|15|12813|3|14021250|14021310|460|1
20/09/2012|1|12814|2|26014010|06119060|235|1
06/09/2012|3|12815|6|06126010|14021240|194|1
20/09/2012|20|12816|2|06217020|14021300|997|1
21/09/2012|3|12817|1|06134060|26007020|495|1
29/09/2012|1|12818|5|14021300|06119060|638|1
27/09/2012|8|12819|1|14021270|06119050|830|1
17/09/2012|17|12820|2|50056060|06119090|1013|1
20/09/2012|1|12821|4|06224010|14021280|1071|1
10/10/2012|14|12822|5|14028050|06224020|242|1
11/10/2012|15|12823|6|06126020|06126030|820|1
20/10/2012|14|12824|5|06126040|14021270|714|1
06/10/2012|14|12825|1|06224010|06126030|312|1
30/10/2012|5|12826|6|50049010|14182290|224|1
02/10/2012|2|12827|5|14182280|06119080|864|1
11/10/2012|19|12828|6|06126040|06210050|1075|1
22/10/2012|18|12829|2|06134020|14182290|90|1
06/10/2012|17|12830|5|06134060|14021260|1074|1
28/10/2012|19|12831|2|06119070|14021280|314|1
10/10/2012|18|12832|2|14028040|06134020|1075|1
23/10/2012|20|12833|6|14021310|06134060|783|1
13/10/2012|19|12834|4|50056050|06134020|197|1
18/10/2012|15|12835|3|06134060|06134020|823|1
03/10/2012|7|12836|1|06126030|06119020|116|1
06/10/2012|9|12837|3|14021310|06119080|442|1
05/10/2012|11|12838|2|14021310|14028020|791|1
09/10/2012|14|12839|6|14028020|50042030|809|1
07/10/2012|18|12840|5|06134060|14021290|263|1
28/10/2012|13|12841|6|14021230|14021290|1011|1
13/10/2012|15|12842|3|50042020|06224010|664|1
29/10/2012|20|12843|5|26014010|50049090|120|1
17/10/2012|2|12844|1|26007040|14021310|80|1
07/10/2012|16|12845|4|14028030|06119050|964|1
25/10/2012|8|12846|4|50049010|14021250|1003|1
11/10/2012|17|12847|1|06126020|06112080|445|1
29/10/2012|15|12848|6|14021250|50049090|717|1
23/10/2012|7|12849|1|14021290|26007040|185|1
06/10/2012|4|12850|6|14028020|50049090|966|1
03/10/2012|1|12851|6|06126020|06112080|359|1
28/10/2012|10|12852|3|06126040|14021290|1122|1
02/10/2012|20|12853|4|06112090|06134040|581|1
01/10/2012|13|12854|6|26007030|06134010|123|1
20/10/2012|2|12855|4|14021290|14021280|407|1
21/10/2012|7|12856|5|26007020|50056050|1098|1
19/10/2012|15|12857|6|06126020|14028050|232|1
13/10/2012|4|12858|2|06126040|50035050|1029|1
16/10/2012|1|12859|3|06126010|14021270|622|1
02/10/2012|5|12860|1|26007020|14021300|96|1
29/11/2012|6|12861|5|14028020|06134050|539|1
17/11/2012|8|12862|5|06210050|06126030|886|1
28/11/2012|9|12863|2|14182290|14028020|829|1
07/11/2012|7|12864|3|06134060|06210050|733|1
17/11/2012|16|12865|1|14021290|26007030|824|1
01/11/2012|16|12866|1|14021250|26007040|434|1
24/11/2012|9|12867|4|14028020|26007020|342|1
05/11/2012|20|12868|2|06134060|06119040|777|1
17/11/2012|8|12869|3|06112090|06119090|951|1
01/11/2012|15|12870|3|14021280|26014010|981|1
11/11/2012|11|12871|4|06134040|14028020|990|1
26/11/2012|9|12872|4|14028020|50042030|1006|1
10/11/2012|7|12873|2|06119070|14021320|109|1
27/11/2012|2|12874|1|06217030|14021310|46|1
16/11/2012|18|12875|4|06217010|06217020|528|1
09/11/2012|2|12876|3|06134040|26014010|643|1
12/11/2012|17|12877|3|06126030|50049110|433|1
15/11/2012|4|12878|1|14021280|50049090|942|1
30/11/2012|5|12879|5|06134060|06112090|784|1
01/11/2012|15|12880|2|06134020|06119050|1031|1
06/11/2012|12|12881|2|14021230|06217030|76|1
06/11/2012|18|12882|3|06119060|14021320|373|1
02/11/2012|9|12883|6|14021320|06224020|516|1
17/11/2012|10|12884|5|14182280|14021280|179|1
23/11/2012|7|12885|4|50035050|06126010|160|1
26/11/2012|16|12886|3|06119060|50035060|929|1
21/11/2012|15|12887|4|06126020|06224010|1067|1
30/11/2012|14|12888|1|06134030|26007020|94|1
29/11/2012|15|12889|2|50049010|14021230|324|1
02/11/2012|8|12890|2|50049110|06119020|60|1
12/11/2012|16|12891|4|50049090|50049110|598|1
23/11/2012|1|12892|3|14021240|14028050|507|1
14/11/2012|1|12893|6|06119060|06134040|455|1
10/11/2012|13|12894|5|26007020|06217020|648|1
18/11/2012|13|12895|2|06210050|06126010|1120|1
11/11/2012|18|12896|5|06134050|06112090|981|1
28/11/2012|10|12897|5|50035050|26007040|908|1
14/11/2012|9|12898|2|06119080|50049010|255|1
23/11/2012|6|12899|3|06217030|06134010|802|1
13/11/2012|8|12900|4|50049050|06119080|407|1
18/11/2012|18|12901|1|26014010|06126030|109|1
08/11/2012|6|12902|2|26007030|06134010|866|1
30/11/2012|2|12903|6|06134060|14021230|171|1
23/11/2012|7|12904|1|06217010|14182270|490|1
16/12/2012|13|12905|3|14021250|26014010|1104|1
02/12/2012|10|12906|4|06119090|14182270|504|1
06/12/2012|14|12907|1|06134060|50049090|715|1
12/12/2012|15|12908|6|26007040|14028040|791|1
30/12/2012|4|12909|1|14021290|06134060|224|1
01/12/2012|1|12910|3|06217010|50049090|132|1
12/12/2012|10|12911|6|50056060|06134050|1099|1
04/12/2012|17|12912|5|26007030|50049050|955|1
01/12/2012|10|12913|2|06119080|50056060|751|1
24/12/2012|6|12914|5|06134060|50049110|661|1
25/12/2012|12|12915|4|06134060|50049010|1113|1
17/12/2012|17|12916|1|26007030|14021240|350|1
01/12/2012|12|12917|4|06126020|26014010|516|1
13/12/2012|15|12918|3|06210050|14021270|53|1
04/12/2012|18|12919|5|06119040|06134030|731|1
15/12/2012|5|12920|1|14028040|06134060|518|1
27/12/2012|8|12921|6|06119060|06224020|1080|1
29/12/2012|7|12922|6|14028050|14028020|234|1
07/12/2012|3|12923|3|26007030|14021290|496|1
09/12/2012|7|12924|4|50049010|14021310|1139|1
21/12/2012|16|12925|4|06217020|14182280|338|1
16/12/2012|11|12926|3|26014010|50035060|699|1
25/12/2012|7|12927|1|06126040|06119090|235|1
12/12/2012|1|12928|5|14028040|14021260|300|1
02/12/2012|17|12929|4|06112090|14182270|662|1
05/12/2012|11|12930|1|14182290|50049010|1048|1
12/12/2012|12|12931|4|50049050|50035060|129|1
11/12/2012|5|12932|2|06112090|14021300|404|1
30/12/2012|6|12933|1|06224010|14182280|684|1
10/12/2012|6|12934|5|14182270|14021250|366|1
31/12/2012|1|12935|4|06224010|50035050|807|1
23/12/2012|16|12936|3|06134040|50056050|1014|1
05/12/2012|17|12937|1|06119060|14021260|408|1
22/12/2012|3|12938|1|14021290|06119060|1134|1
19/12/2012|18|12939|4|06134050|06119020|284|1
08/12/2012|9|12940|2|06217030|14182280|637|1
15/12/2012|16|12941|5|26014010|14021310|970|1
05/12/2012|18|12942|4|26007040|50042030|85|1
29/12/2012|12|12943|1|14021290|14021280|932|1
28/12/2012|16|12944|5|14028030|14021230|846|1
17/12/2012|16|12945|1|14021240|14182270|128|1
05/01/2013|4|12946|1|26014010|14021270|45|1
31/01/2013|20|12947|1|50042030|26007030|602|1
18/01/2013|3|12948|4|50049050|06217010|73|1
18/01/2013|14|12949|6|06134010|26007040|1121|1
07/01/2013|20|12950|1|50049090|06134020|687|1
29/01/2013|15|12951|4|50042020|06126030|52|1
29/01/2013|18|12952|5|26007040|06119020|1016|1
06/01/2013|15|12953|4|06119060|50049010|1112|1
22/01/2013|18|12954|6|14021320|06112090|857|1
16/01/2013|19|12955|4|06126020|06112090|278|1
28/01/2013|9|12956|5|14021300|06126030|920|1
22/01/2013|6|12957|1|06217030|06112090|1027|1
30/01/2013|12|12958|1|06119050|14182290|492|1
31/01/2013|13|12959|2|06224020|14021290|444|1
25/01/2013|7|12960|2|14182270|50035050|626|1
23/01/2013|19|12961|1|06224010|06210050|769|1
19/01/2013|15|12962|6|50056060|06126040|551|1
15/01/2013|10|12963|5|50049110|50049090|277|1
04/01/2013|1|12964|6|14021260|06119010|920|1
21/01/2013|3|12965|5|14028050|14021290|437|1
15/01/2013|19|12966|4|06119070|50049090|483|1
26/01/2013|20|12967|2|06112080|14021250|874|1
09/01/2013|6|12968|6|26007020|06119070|897|1
03/01/2013|11|12969|6|06119060|06126010|365|1
10/01/2013|17|12970|1|06126030|14021270|783|1
18/01/2013|12|12971|5|06119020|06134010|689|1
13/01/2013|12|12972|3|26007030|14021230|309|1
14/01/2013|12|12973|3|06134060|14028040|768|1
25/01/2013|11|12974|2|06112080|06119010|738|1
09/01/2013|18|12975|2|06119070|14028040|1017|1
19/01/2013|19|12976|5|06126020|50049010|405|1
22/01/2013|5|12977|3|06126010|06126020|953|1
24/01/2013|16|12978|3|06126040|06217020|159|1
21/01/2013|5|12979|4|06134020|06126030|53|1
01/01/2013|4|12980|1|14021250|14182270|1052|1
08/01/2013|5|12981|4|06119080|50042020|337|1
10/01/2013|11|12982|4|50035060|06112080|695|1
01/01/2013|4|12983|4|06126010|14021240|852|1
06/01/2013|3|12984|6|50035050|06217030|756|1
25/01/2013|13|12985|6|06119090|26007020|141|1
11/01/2013|18|12986|6|14021240|14021310|148|1
25/01/2013|20|12987|2|50056060|50056050|166|1
11/02/2013|18|12988|4|50049110|06134050|596|1
03/02/2013|8|12989|2|06224020|06119080|959|1
06/02/2013|15|12990|4|50049010|14182290|318|1
21/02/2013|3|12991|6|06217030|06224020|554|1
12/02/2013|19|12992|3|14028020|06112080|239|1
15/02/2013|20|12993|1|06126020|06134020|788|1
21/02/2013|18|12994|6|26007030|06119060|219|1
01/02/2013|6|12995|6|50049010|06224020|108|1
24/02/2013|20|12996|2|26007020|06134050|733|1
02/02/2013|10|12997|3|26014010|06134050|368|1
01/02/2013|11|12998|6|06126020|14028020|896|1
03/02/2013|11|12999|1|06217010|14028030|959|1
20/02/2013|2|13000|3|14021320|06119020|168|1
11/02/2013|15|13001|5|06119040|50056060|653|1
14/02/2013|11|13002|3|14028020|06119010|960|1
24/02/2013|13|13003|6|06119010|14021230|269|1
21/02/2013|12|13004|4|06224020|50049110|1090|1
10/02/2013|5|13005|2|26014010|14021250|875|1
10/02/2013|18|13006|6|06134010|14021310|829|1
14/02/2013|6|13007|3|06119060|14028020|542|1
10/02/2013|20|13008|1|26007030|14021250|283|1
16/02/2013|14|13009|3|14028020|06217020|877|1
07/02/2013|16|13010|5|14021250|06134020|831|1
14/02/2013|17|13011|1|06217030|50035060|1024|1
26/02/2013|3|13012|5|06224020|26007020|696|1
25/02/2013|8|13013|4|06126020|14021320|284|1
17/02/2013|20|13014|1|14021310|06134050|545|1
15/02/2013|12|13015|4|14021260|06126010|239|1
24/02/2013|9|13016|3|06210050|06217020|403|1
20/02/2013|1|13017|3|06126020|14182270|1112|1
12/02/2013|20|13018|3|14021240|14021310|484|1
24/02/2013|18|13019|5|14021230|50049050|873|1
12/02/2013|11|13020|4|14182270|26014010|404|1
15/02/2013|11|13021|3|50049010|50049110|613|1
22/02/2013|11|13022|5|06217020|14028040|610|1
11/02/2013|15|13023|4|06119080|06134060|484|1
27/02/2013|6|13024|3|50035060|06134050|458|1
09/02/2013|18|13025|3|06224010|50049010|756|1
03/02/2013|7|13026|5|06119050|06119040|91|1
28/03/2013|8|13027|6|14182290|14028030|994|1
04/03/2013|20|13028|3|14021290|06224020|628|1
06/03/2013|10|13029|2|50042020|06119050|845|1
20/03/2013|15|13030|3|14182290|50042030|217|1
02/03/2013|9|13031|6|06217020|06119020|238|1
03/03/2013|5|13032|2|06119040|50035060|931|1
01/03/2013|18|13033|6|14021280|06134010|578|1
31/03/2013|8|13034|2|14028050|06119080|566|1
29/03/2013|9|13035|6|50049110|06134060|875|1
13/03/2013|8|13036|5|14182290|14021290|59|1
17/03/2013|10|13037|3|50042030|06112080|666|1
15/03/2013|2|13038|4|14021270|06134050|555|1
25/03/2013|3|13039|6|14021310|06134030|177|1
02/03/2013|8|13040|5|14182280|06119040|292|1
30/03/2013|3|13041|2|26014010|14021240|290|1
17/03/2013|11|13042|6|06224010|50049010|758|1
27/03/2013|10|13043|3|14028030|14021290|1029|1
05/03/2013|10|13044|1|06126040|26014010|234|1
07/03/2013|16|13045|4|06224010|14021280|77|1
13/03/2013|11|13046|1|50049090|06134060|658|1
30/03/2013|15|13047|4|06119060|50056050|1012|1
02/03/2013|12|13048|2|06224020|06119080|431|1
17/03/2013|10|13049|6|06119070|06217010|874|1
09/03/2013|20|13050|1|06119040|14028020|206|1
09/03/2013|5|13051|1|06134060|06126040|872|1
01/03/2013|19|13052|5|50042020|50056060|870|1
12/03/2013|1|13053|5|26007020|14028040|1010|1
26/03/2013|8|13054|4|14021290|06119040|967|1
07/03/2013|15|13055|3|50049050|14021240|477|1
11/03/2013|15|13056|6|06134060|06126020|272|1
04/03/2013|20|13057|6|06126040|06217030|848|1
26/03/2013|2|13058|1|06119040|06112080|258|1
11/03/2013|13|13059|1|14028030|14021230|962|1
17/03/2013|17|13060|6|14021240|06134010|472|1
13/03/2013|17|13061|1|26014010|06134040|321|1
26/03/2013|6|13062|5|14028030|26007040|266|1
21/03/2013|5|13063|4|14021320|06119090|960|1
25/04/2013|6|13064|3|50049050|06134060|204|1
03/04/2013|20|13065|3|14182290|26007020|132|1
10/04/2013|8|13066|2|50056060|50042020|779|1
